text,url
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Meedoen met Indymedia is eenvoudig. Schrijf een tekstverslag, maak foto's, een video of audioverslag over bijvoorbeeld een politieke actie en publiceer dit op Indymedia via de links onder ""Publiceer zelf!"". Je bijdrage moet wel aan de  voldoen. Ook kan je meedoen door bijvoorbeeld artikelen van andere Indymedia websites (zie de links onderaan) te vertalen.Er zijn ook diverse teams binnen het collectief van Indymedia NL die zich meer bezighouden met de verdere ontwikkeling van Indymedia. Er zijn regelmatig collectieve vergaderingen. De vergaderingen zijn toegankelijk voor iedereen die een actieve bijdrage wilt leveren aan de verdere ontwikkeling van Indymedia en worden op de site aangekondigd.Het redactieteam houdt zich onder meer bezig met de moderatie van de op Indymedia gepubliceerde bijdrages. Ook schrijft dit team features of overzichtsartikelen die bijdrages op de newswire (nieuwslijn) over hetzelfde onderwerp met elkaar koppelen en samenvatten. Nieuwe vrijwilligers zijn altijd welkom.Daarnaast is er ook een 'tech-team', dat zich onder meer bezighoudt met de 'open-publishing' software en het beheer van de servers. Om het tech-team te versterken zijn we vooral op zoek naar vrijwilligers die ervaring hebben met Drupal, CSS en software development voor mobiele platforms.Tenslotte is er het 'juridisch-team', wat zich bezig houdt met de mogelijke juridische kwesties die kunnen spelen bij Indymedia.Een ieder die een bijdrage aan een van deze teams wil leveren, kan op de  komen,  of op een van de vergaderingen komen.Je kan het Indymedia-initiatief ook financieel steunen met donaties. Het nummer van de bankrekening hiervoor is 94.32.153, ten name van Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53). Financiële middelen zijn nodig, vooral voor de financiering van een eigen server, het dataverkeer, rechtzaken en voor verspreiding van informatie over Indymedia.",https://www.indymedia.nl/node/108
"
 

Alle Woorden
Elk Woord
Bevat Media:
Alleen beelden
Alleen video
Alleen audio

   media   media  ",https://www.indymedia.nl/nl/static/mdi.bericht.shtml
"
 

Alle Woorden
Elk Woord
Bevat Media:
Alleen beelden
Alleen video
Alleen audio

   media   media  ",https://www.indymedia.nl/nl/static/DB/index.shtml
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
De eerste tien jaar heeft IndyMedia NL op andere software gedraaid. Al het nieuws tot 1 november 2011 vind je daarom niet direct hier, maar op de .Verder is het archief opgesplitst in nieuws, opinie, aankondigingen en ruis:",https://www.indymedia.nl/node/105
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Welcome to IndyMedia Chat.New to IRC? Here are some commands to get you started:",https://www.indymedia.nl/irc
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
",https://www.indymedia.nl/contact
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Indymedia NL is een Nederlands initiatief van een breed platform van onafhankelijke media-aktivisten en is geïnspireerd op het reeds bestaande Internationale Indymedia-netwerk van IMC´s (Independent Media Centers):  Dit netwerk is geboren uit de behoefte zelf alternatief nieuws te brengen over onderwerpen als globalisering, de wereldcrisis en andere zaken die in de traditionele media vaak geen of onvoldoende ruimte krijgen.Iedereen kan gemakkelijk haar of zijn verhaal in beeld, geluid en/of tekst op de website plaatsen. Deze items, die gepubliceerd worden in de zogenaamde ´open nieuwslijn´, worden in principe niet gecorrigeerd of gecensureerd. De redaktie wil zich in deze zo terughoudend mogelijk opstellen en slechts in uiterste gevallen items verwijderen van de website indien er basisregels overtreden worden.Alle inhoud van de website mag hergebruikt en uitgezonden worden, zowel op het net als elders, voor niet-commerciële doeleinden, tenzij de maker (m/v) van een item dat anders wil en aangeeft.Indymedia is niet gecentraliseerd op één plaats. Het kan op elk ogenblik ontstaan op plaatsen waar zich feiten met nieuwswaarde afspelen. In tegenstelling tot de traditionele media wordt de nieuwswaarde door de aktivisten zelf toegekend.Daarvoor gebruikt Indymedia radio, TV, Internet (tekst, geluid en video) en drukwerk. De website vormt het centrum van deze verschillende media.De noodzaak van het opzetten van het wereldwijde Indymedia-netwerk vond zijn oorsprong in Seattle (V.S.) alwaar de traditionele media hoofdzakelijk de schermutselingen van (autoriteiten met) aktievoerders eenzijdig in beeld brachten en de achterliggende verhalen negeerden. Ook in Nederland zijn sensatiejournalistiek en oppervlakkige berichtgeving schering en inslag.De oprichters hopen dat Indymedia nl zal bijdragen aan de verspreiding van inhoudelijke verhalen betreffende de diversiteit aan kritieken op de maatschappij en daardoor aan een betere wereld.",https://www.indymedia.nl/content/inleiding
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Indymedia doet er zoveel mogelijk aan om je anonimiteit te waarborgen bij een bezoek aan onze site, maar ook bij het plaatsen van inhoud. Zo slaan wij geen ip adressen op, plaatsen wij geen cookies, gebruiken we een versleutelde verbinding en halen we overbodige informatie () uit afbeeldingen*. Om deze reden maken wij ook geen gebruik van allerlei features als Youtube, Facebook, Twitter, etc. Deze gratis features zijn leuk, maar schenden op grove  wijze de privacy van iedere gebruiker van de website.Een valkuil in het geheel is de route tussen jouw computer en onze server. De apparatuur op deze route ziet als het ware de pakketjes voorbij komen en weet  waar ze vandaan komen en waar ze heengaan. Deze gegevens kunnen opgeslagen door middel van een tap op een internet verbinding. De inhoud van de communicatie kan daarbij niet bekeken worden, aangezien wij gebruik maken van een . Binnen de   wordt geen informatie over website bezoek opgeslagen. Voor sterkere anonimiteit raden we je aan gebruik te maken van .In het geval de server gehackt zou worden zijn er weinig extra problemen. Op server staat in principe geen informatie van bezoekers die niet publiek op de site staat. Wel zijn dan de SSL certificaten gelekt, dus is de beveiliging van de versleutelde verbinding niet meer te vertrouwen.Als je inhoud plaatst met je eigen naam, email of andere informatie, doe je dat geheel op eigen risico. Ga er daarbij vanuit dat eenmaal geplaatste inhoud niet meer verwijderd kan worden, doordat er altijd kopieën op internet blijven  bestaan.* Andere soorten bestanden kunnen wel extra informatie bevatten. Denk hierbij onder andere aan audio, video en pdf bestanden.",https://www.indymedia.nl/node/43
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:

 Welkom aan onze medemens,
verzet tegen hen die ons willen verdelenDe campagne tour van FvD deed op 7 maart Drachten aan.  De FvD dat Nederland wil  “zuiveren” en onderwerpen aan politieke tribunalen. FvD wil “omvolking” voorkomen door mensen van kleur te deporteren. De FvD die een oorlog met een kwart miljoen doden als ""het meest hoopvolle"" van de afgelopen decennia ziet. Deze haatzaaiers kwamen net als in 2019 bijeen in de Lawei.De Lawei is inmiddels een theater dat zegt diversiteit na te streven en een inclusieve werkomgeving na te streven. Dit is natuurlijk volstrekte flauwekul. Je kunt niet én een  fascistenshow hosten en hopen een aantrekkelijk werkgever voor minderheden zijn. In mailacties is de nieuwe directeur van de Lawei, Elly van der Goot hier veelvuldig op gewezen.Waarop een standaard antwoord terugkwam van de Lawei: we dragen bij aan diversiteit doordat iedereen een mening mag hebben en deze uitdragen. Maar racisme is geen mening, het is een misdrijf. Fascisten een podium bieden, is geen bijdrage aan een democratische discussie, het is een bijdrage aan de afbraak daarvan.Dus lieten antifascisten in Drachten het tegengeluid laten horen: toen niet, nu niet, nooit meer fascisme!! Een lid van AFA Fryslân hield deze speech:Welkom - wolkomAFA Fryslân en haar sympathisanten zeggen welkom...
Welkom tegen vluchtelingen en arbeidsmigranten
We zeggen welkom tegen LHBTIQers
Welkom tegen moslima en moslims
We zeggen welkom tegen christenen joden boeddhisten hindoes
Welkom tegen gelovigen en atheïsten
We zeggen welkom tegen mensen met of zonder werk
Welkom tegen mensen met een fysieke of een verstandelijke beperkingWe zeggen welkom tegen onze medemensWaar uitsluiting, vreemdelingenhaat, homofobie, xenofobie, seksisme, racisme en of fascisme een weg in onze samenleving proberen te vinden, komen we in VERZET.Welkom kent geen grenzen
Niet in Europa, niet in Nederland
Niet in Friesland (Fryslân), niet in Drachten
Niet in ons hoofd niet in ons hartWaar partijen als PVV, Forum voor Democratie, BVNL en Ja21 groepen proberen uit te sluiten en tegen elkaar uit te spelen, komen we in VERZETAFA Fryslân en haar sympathisanten zeggen welkom
We zeggen welkom tegen onze medemensIEDEREEN IS ANDERS, IEDEREEN IS GELIJKToen niet, nu niet, nooit meer racisme
Toen niet, nu niet, nooit meer fascisme Het wemelde rond het Laweiplein van de politie en er was ook een arrestatieteam in burger. Toch kwam het twee keer tot een kleine schermutseling, toen een FvDer liever geen fascist genoemd wilde worden en dat met geweld wilde duidelijk maken en toen de ingehuurde beveiliger vond dat we de rij niet mochten filmen, terwijl wij zelf ook uitgebreid gefilmd werden.Toch was de sfeer in het algemeen goed en met reden. het verzet groeit! Nog steeds waren er honderden fascisten die het theater in wilden, maar nog niet de helft van de aanwezigen in 2019, terwijl er 10x zoveel antifascisten protesteerden als destijds.",https://www.indymedia.nl/node/53148
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
 

BUSSUM - Een Duitse generaal wil de Nederlandse journalist en antifascistische activist Arthur Graaff uit Bussum voor de Duitse rechter slepen wegens laster. De Nederlandse politie heeft Graaff (74) een 'verzoek tot verhoor' gestuurd na een internationaal rechtshulpverzoek van het Duitse openbaar ministerie.  Volgens de politie gaat het om vm. Bundeswehr-generaal Torsten Gersdorf (62).
 

Alfredo Cospito documentary: Fino All' Ultimo Respiro (Until My Last Breath) with English subtitles 

Wij, de nieuwe bewoners van de woning aan de Binnenkadijk 478, werden op maandag 27 maart door de Alliantie benaderd en voor een gesprek uitgenodigd. Met de kraak van dit appartement steunen we een reeds bestaande strijd en protest rond het plan van de Alliantie om 140 sociale huurwoningen in het Entrepotdok-complex te verkopen (een uniek project dat is ontworpen om sociale woningen, woongroepen en huurders uit het middensegment gezamenlijk te huisvesten), en om onszelf van huisvesting te voorzien in een stad die steeds onleefbaarder is geworden voor mensen met een lager inkomen. 

Alfredo Cospito’s statement at the review hearing for the Operation Sibilla pre-trial measures Grote Kerkplein, Zwolle, Netherlands 

""We gaan demonstreren! Op initiatief van een aantal mensen die al maanden in crisisnoodopvangen zitten en er helemaal klaar mee zijn, demonstreren we op donderdag . Het initiatief is genomen door bewoners van verschillende (crisis)noodopvangen. 
Kom ook en sta in solidariteit met de asielzoekers die eerst weken op het veld in Ter Apel lagen, en nu al maanden in koude hallen zonder daglicht verblijven. Zij eisen toegang tot werk, fatsoenlijke opvang, snelle procedures en een BSN nummer. 

Het appartement Binnenkadijk 478 is gekraakt uit protest tegen de leegstand van huurwoningen midden in een woningcrisis en is sinds dinsdag 21 maart bewoond. 

De regering-Macron is bereid te moorden voor een met plastic bedekt vuil gat dat midden in een veld is gegraven. Dat heeft ze zaterdag 25 maart in Sainte-Soline nog maar eens bewezen. 

Sinds enkele dagen nu is Woestduinstraat 72 HS Amsterdam gekraakt en in hergebruik genomen. 

In het kader van de Housing Action Days #HAD2023 van de Europese Actie Coalitie vraagt Woonoproer Haarlem aandacht voor het falende woonbeleid. In Nederland doen politici alsof ze de wooncrisis oplossen, maar in de praktijk loopt “sociaal” beleid te vaak spaak. 

On the 12th of April the Vossiusstraat 16 has their second court case, the appeal to the decision that was given in November and which had allowed the squatters to stay.
To show support to the squatters, and in order to voice our disagreement with the the high presence of Yandex in the Netherlands, a demonstration will take place on Sunday the 9th of April. It will start on Leidseplein at 3pm! Park Hoge Veluwe, Dorpsstraat, Otterlo, Netherlands 

20 mei: Demo tegen beleid Hoge Veluwe
13 uur, Dorpsstraat, Otterlo
Tegen de sluiting van oversteekplaatsen voor groot wild20 mei gaan wij demonstreren tegen de hekken bij de oversteekplaatsen van het park Hoge Veluwe. Het park is steeds weer in het nieuws over hun draconisch beleid rondom hekken, dieren en de wolf. Dit allemaal om geld te verdienen rondom de natuur die hun hekken bedwingen, ten koste van de dieren die in het park leven en er omheen. 

Letter by Alfredo Cospito made public by his lawyer on 1st March 2023 

Welkom aan onze medemens,
verzet tegen hen die ons willen verdelenDe campagne tour van FvD deed op 7 maart Drachten aan.  De FvD dat Nederland wil  “zuiveren” en onderwerpen aan politieke tribunalen. FvD wil “omvolking” voorkomen door mensen van kleur te deporteren. De FvD die een oorlog met een kwart miljoen doden als ""het meest hoopvolle"" van de afgelopen decennia ziet. Deze haatzaaiers kwamen net als in 2019 bijeen in de Lawei. P.I. Nieuwersluis, Zandpad 3, Nieuwersluis, Netherlands 

Vandaag stonden we, voor het vijfde jaar alweer, bij de vrouwenbajes in Nieuwersluis, Met behulp van vuurwerk, rookpotjes, vlaggen en lawaai . In het kader van Internationale Vrouwendag wilden we de vrouwen die hier binnen zitten laten weten dat we ze niet vergeten zijn. Op vrouwendag draait het éventjes om de rechten van vrouwen. Maar blijkbaar niet van alle vrouwen. Want de mensen die hier opgesloten zitten, voor wat voor reden dan ook, hebben niet diezelfde rechten. Dat vinden wij belachelijk en daarom stonden we er dit jaar weer. 

This was posted by Mokum Kraakt on Instagram. We share it again here, with also an English translation. AFA Fryslân, Netherlands 

  Amsterdam, Zeeburgerpad 22, Netherlands 


Another illegal eviction. Saturday afternoon we announced a new squat on Zeeburgerpad 22. Not much later we were forced to pack our bags and leave again. Thanks to the presence of a large number of friends outside, people inside managed to get away safely without getting arrested. But of course, no one is safe if they're sleeping in the streets, so we'll be back. 

In times of crisis, leaders are known to either hold their moral ground or abandon their ideals - this is nothing new. In the wake of the aggression of Ukraine, Denmark has decided to procure a new weapon for its army from Israeli producer Elbit systems. This is a problem for a country which portrays itself as democratic and ethical. 

Er is een poster gemaakt in solidariteit met Alfredo Cospito, vandaag op zijn 121ste dag van hongerstaking.
Op te halen in de Verdieping om te plakken.A poster has been made in solidarity with Alfredo Cospito, today on his 121st day of hungerstrike.
It is available for pick up at de Verdieping for pasting.Anarchist distro and hang out
de Verdieping
Anna Spenglerstraat 83
Amsterdam
Open every sunday 15h - 19h 

SUPERGOED NIEUWS OVER DE RECHTSZAAK!",https://www.indymedia.nl/nieuwsarchief
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
",https://www.indymedia.nl/event/2023/03/07/month/nieuws
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
 P.I. Nieuwersluis, Zandpad 3, Nieuwersluis, Netherlands
 Vandaag stonden we, voor het vijfde jaar alweer, bij de vrouwenbajes in Nieuwersluis, Met behulp van vuurwerk, rookpotjes, vlaggen en lawaai . In het kader van Internationale Vrouwendag wilden we de vrouwen die hier binnen zitten laten weten dat we ze niet vergeten zijn. Op vrouwendag draait het éventjes om de rechten van vrouwen. Maar blijkbaar niet van alle vrouwen. Want de mensen die hier opgesloten zitten, voor wat voor reden dan ook, hebben niet diezelfde rechten. Dat vinden wij belachelijk en daarom stonden we er dit jaar weer.Er was een mooie opkomst van ongeveer 30 enthousiaste mensen die allemaal goed lawaai konden maken. Ook werden er speeches gehouden, waaronder een korte van iemand wiens vriendin binnen zat. Met dank aan Theaterstraat konden we weer muziek draaien, waarvan de vrouwen binnen konden meegenieten - hopelijk ook aan de andere kant van de gevangenis. Helaas zagen we geen vrouwen op de luchtplaats, maar regelmatig hoorden we gejuich van binnenuit en konden we zwaaien naar de mensen die we achter de ramen zagen, één iemand is het zelfs gelukt een zakdoek uit het raam te zwaaien.
We sloten af met de mededeling dat we, als we tegen die tijd het gevangenissysteem nog niet hebben afgebroken, volgend jaar weer terugkomen!
BRICK BY BRICK, WALL BY WALL, EVERY PRISON HAS TO FALL!
Met speciale dank aan iedereen die er was, Theaterstraat, Alertfonds en Paper Jam. En natuurlijk Deeez!  voor de prachtige foto’s.
Our passion for freedom is stronger than your prisons
***speech***
De muren van het gebouw voor ons, houden niet alleen de mensen binnen gevangen. De muren van dit gebouw, houden ook de mensen erbuiten vast. De muren van een gevangenis zorgen ervoor dat jij en ik ons aan regels houden die we niet zelf bedacht hebben. Dat we ons aan regels houden waar we geen invloed op hebben. Regels waar we niet bij gebaat zijn. Regels die voor burgers gelden, maar niet voor bedrijven.Het is een mythe dat een samenleving beter wordt door mensen te straffen als ze zich niet aan de wet houden. En het is een mythe dat een samenleving beter wordt als we mensen opsluiten, in plaats van voor ze te zorgen. Veel mensen kunnen zich een wereld zonder gevangenissen moeilijk voorstellen. Dat komt doordat kapitalisme gevangenissen nodig heeft om overeind te blijven. Kapitalisme heeft het nodig dat we individuen de schuld geven van systemische problemen. Kapitalisme heeft het nodig dat we het afkeuren dat iemand eten steelt, maar niemand verantwoordelijk houden voor de armoede waarin diegene leeft. Kapitalisme heeft het nodig dat we iemand veroordelen vanwege het ingooien van een ruit, en ondertussen niemand verantwoordelijk houden het veroorzaken van deze woede. Kapitalisme heeft het nodig dat we de verantwoordelijkheid voor collectieve problemen op ons nemen, uit angst gevangen genomen te worden.Vandaag staan we hier in solidariteit met de vrouwen wel binnen de muren van deze gevangenis zijn geraakt. Hier zitten vrouwen die geen straf verdienen.
Vrouwen die geen opsluiting verdienen.
Hier zitten vrouwen van wie de vrijheid ten onrechte ontnomen is. Hier zitten vrouwen die probeerden te overleven in een systeem dat ze in de steek liet.
Vrouwen die tig keer om hulp hebben gevraagd, maar dit niet kregen.
Vrouwen die zichzelf moesten verdedigen, omdat niemand anders het deed.
Hier zitten vrouwen die op de barricades stonden, omdat ze een betere toekomst willen voor iedereen.
Vrouwen die in hun eentje voor drie kinderen moesten zorgen.
Vrouwen die niet meer wisten hoe ze de rekeningen moesten betalen.
Vrouwen die in een gewelddadige relatie zaten.
Hier zitten vrouwen die te lang op de wachtlijst van de ggz stonden.
Vrouwen die hard werkten voor hun gezin.
Vrouwen die de taal niet spraken.
Hier zitten vrouwen die onderdak nodig hadden.
Vrouwen die alleen maar het beste wilden doen.
Hier zitten vrouwen die de wet niet kenden.
Vrouwen die niets verkeerd gedaan hebben.Hier zitten vrouwen die hulp verdiend hadden.Ik houd mijn mond niet zolang we een samenleving hebben waarin mensen gestraft worden, in plaats van geholpen. En ik houd mijn mond niet totdat we de tijd en de ruimte hebben om voor elkaar te zorgen. Ik houd mijn mond niet totdat we onze problemen samen op kunnen lossen en totdat de muren die ons allemaal gevangen houden omver zijn geworpen.",https://www.indymedia.nl/node/53138
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
",https://www.indymedia.nl/event/2023/03/05/month/nieuws
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:

 Afgelopen zaterdag hebben meer dan 20 mensen een demonstratie gehouden bij het Deportatiecentrum Rotterdam (DCR). Dit vanwege de ontsnappingspoging eerder die week en de daarop volgende repressie in de gevangenis.Rond 21.00 verzamelde zich een groep mensen onder de muren van het DCR. Er was nieuws binnengekomen dat na een ontsnappingspoging uit het Huis van Bewaring (momenteel bevinden zich ook gevangenen in het DCR die niet ongedocumenteerd zijn of worden bedrijgd met uitzetting, dit komt vaker voor ivm capaciteitsproblemen, verbouwingen, etc. in andere gevangenissen) eerder in de week er collectieve afstraffing plaatsvond doormiddel van veralgemeende disciplinaire maatregelen. Daarop hebben mensen in DCR gereageerd door te weigeren naar hun cel terug te keren na het luchten.Gelijk bij aankomst was de aanwezigheid van mensen onder de muren zichtbaar: een luchtalarm ging af, er werd siervuurwerk afgestoken en een rookfakkel werd over de gevangenismuur gegooid. Mensen op de afdelingen reageerden opgewonden door te zwaaien, hun licht aan en uit te zetten in de cel, in het donker met aanstekers heen en weer te bewegen en enkelen door met pannen en/of stoelen tegen de ramen te slaan. Ook was er vocaal contact met mensen binnen die reageerden op leuzen door luid te schreeuwen nadat die waren afgelopen, helaas kon er niet verstaan worden wat er geroepen werd en was verdere communicatie niet mogelijk.De demonstratie duurde ongeveer een uur.Hou de situatie in het DCR in de gaten, verspreid het nieuws van opstanden en wakker ze aan!Tegen gevangenissen en grenzen! Geen mens is illegaal![spam deleted]",https://www.indymedia.nl/node/53058
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
",https://www.indymedia.nl/event/2023/02/13/month/nieuws
"Steun Indymedia NL financieel!
Servers en rechtszaken kosten veel geld, we kunnen elke (euro)cent gebruiken!Je kunt geld overmaken naar bankrekening 94.32.153 tnv Stichting Vrienden van Indymedia (IBAN: NL41 PSTB 0009 4321 53).De software die we voor de site gebruiken is . Een alternatief is Dank aan alle drupal-coders voor het creëren en delen van deze software!Contact:
Bericht vanmorgen, in alle vroegte: Joke Kaviaar is opgepakt. Agenten aan de deur. Herrie, meekomen, dat werk. Opruiing. Ze blijkt de enige niet te zijn. Inmiddels vang ik op dat een aantal anderen ook zijn gearresteerd. In een verklaring die Extinction Rebellion (XR) intussen heeft gepubliceerd, wordt een aantal van zes genoemd, plus een iemand bij wie de politie de gezochte persoon niet thuis aantrof. (1)Het gaat klaarblijkelijk over de XR-blokkade van de A12 in Den Haag van aanstaande zaterdag, 28 januari. Joke had daar, met de van haar bekende en zeer noodzakelijke felheid, toe opgeroepen. Dat deed ze nadat Lucas Winnips vorige week werd opgepakt nadat die zijn kind naar school had gebracht.(2) Waarom werd Lucas opgepakt? Wegens oproepen tot de blokkade van aanstaande zaterdag. Opruiing, noemt de staat dat dus. We hebben meer van die opruiing nodig, omdat we ook meer disruptieve klimaatactie nodig hebben. Het klimaat vereist het. En de repressie zal erger worden als we die niet openlijk en hardhandig terugslaan – om te beginnen door met klimaatblokkades en oproepen tot klimaatblokkades door te gaan.Want laten we hier duidelijk zijn. XR staat in haar recht met haar blokkade en haar oproep daartoe. Het klimaat vraagt om groot alarm, en die blokkade geeft zo’n alarm af. Bij deze roep ik dan ook nogmaals op om deel te nemen aan die blokkade. Bij deze doe ik dus een oproep die volgens het OM dus opruiing is.Bij deze wijs ik ook op het artikel van Joke Kaviaar waarin ze tot de blokkade oproept: ‘Opruiing by proxy’, op haar site en op Konfrontatie.(3) Een tekst om te lezen, een tekst om verder te verspreiden! Graag wijs ik ook op de verklaringen van XR na de aanhouding van Lucas Winnips: ‘Geweldloze activist door agenten in burger gearresteerd voor opruiing op de terugweg van naar school brengen kind’(4) en ‘Extinction Rebellion tegen officier van justitie: wij hebben niets te verbergen’.(5)En graag herhaal ik de oproep: Blokkeer de A12!(6) Kom aanstaande zaterdag, 28 januari, naar Den Haag, neem deel aan die blokkade! En ook als je daartoe zelf geen kans ziet: help mee de volgens de staat dus als opruiing beschouwde oproep om te blokkeren verder te verspreiden. Blokkade is noodzaak! Opruiing is noodzaak! En die arrestanten moeten natuurlijk ogenblikkelijk vrij en van iedere strafvervolging worden vrijgesteld.O ja… en blokkeer die A12!Noten:1 Extinction Rebellion, ‘Politie arresteert ternminste zes geweldloze kl9imaatactivisten thuis voor opruiing’, 26 januari 2023, 2 ‘Van opruiing verdachte klimaatactivist Lucas over arrestatie: “In de boeien afgevoerd”’, NH Nieuwas, 20 januari 2023, 3 Joke Kaviaar, ‘Opruiing by proxy’, 20 januari 2023, op Jokekaviaar.nl,  en op Konfrontatie, 4 Extinction rebellion, ‘Geweldloze activist door agenten in burger gearresteerd voor opruiing op de terugweg van naar school brengen kind’, 19 januari 2023, 5 Extinction Rebellion, 24 januari 2023, ‘Extinction Rebellion tegen officier van justitie: wij hebben niets te verbergen’ 6 zie: Extinction Rebellion, ‘Stop Fossiele Subsiedies – Blokkade A12’, Bron: ",https://www.indymedia.nl/node/52988
